rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,chart_week,is_new_entry,rank_change,genre
81,spotify:track:4UC3NBjtqbYcqPqRq1s57D,Lyly,24h,WM Vietnam,40,79,57,245790,2026-06-18,FALSE,-2,Ballad
82,spotify:track:4vfhartd7HDWGJbdVIycEu,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Umusic Vietnam Co. Ltd. Distributed Labels,1,78,269,243973,2026-06-18,FALSE,-4,Pop
83,spotify:track:6jcLKVmEKAQIXIVHJZ8vzS,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",tình yêu chậm trễ,Yin Yang Media,46,82,183,243802,2026-06-18,FALSE,-1,R&B/Soul
84,spotify:track:2w7jOvl0kpplNxisgfnCdT,"Đức Trường, BMZ",Nếu Biết Đó Là Lần Cuối,BMZ,47,103,41,243391,2026-06-18,FALSE,19,Ballad
85,spotify:track:5VGOYjxkEaf19LoRPIolD2,"The Wind, Dangrangto",Anh Muốn Nhìn Thấy Em,M Music Records,77,109,79,241497,2026-06-18,FALSE,24,Indie/Alternative
86,spotify:track:71luUs5K7N1fdf7ecMKg04,B Ray,Cho Con (Lullaby pt.2),Great Entertainment/Sony Music,41,51,4,241420,2026-06-18,FALSE,-35,Rap/Hip-hop
87,spotify:track:4QalnBNnw9uK1dj543nf76,Dương Domic,Không Thời Gian,DAO Entertainment,2,70,39,238590,2026-06-18,FALSE,-17,R&B/Soul
88,spotify:track:6ag0c7tBr3PIqPb00C2rK4,"VCT, Negav, Jey B, Ngô Kiến Huy",NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN - KHÔNG ĐAU NỮA RỒI,VIE NETWORK CORPORATION / ADA,45,72,16,236272,2026-06-18,FALSE,-16,Rap/Hip-hop
89,spotify:track:5SzJs9cwYXdSm9G3xcXuA2,Phùng Khánh Linh,Hôm Nay Tôi Buồn,BLACK SWAN LABEL LLC.,13,95,164,234185,2026-06-18,FALSE,6,Ballad
90,spotify:track:19U8QkwGDiQnYtnNIlspuo,Ronboogz,Nói Dối,MaiDao Music,3,92,137,233768,2026-06-18,FALSE,2,Indie/Alternative
91,spotify:track:24NU99R1NGEVlVIOPO0Ahg,"Ngô Lan Hương, DJ Kim Chol","Có Công Mài ""Sắc"" (Afrobeats ) [DJ Kim Chol Remix]",Ngô Lan Hương - Exclusively Licensed to VIEENT,91,-1,1,233057,2026-06-18,TRUE,NaN,EDM/Dance
92,spotify:track:20dAJsyno9ZoBLJtqgQnUI,BTS,Hooligan,BIGHIT MUSIC,8,161,13,232601,2026-06-18,FALSE,69,Pop
93,spotify:track:3J06iY9IRWKr1H0zIxrUby,"Orange, Hoàng Dũng",Khi Em Lớn,Universal Music Indochina,4,136,228,232468,2026-06-18,FALSE,43,R&B/Soul
94,spotify:track:5r6Rae4kq7CikBuoTaj6RF,Tóc Tiên,người còn thương em không,Umusic Vietnam Co. Ltd. Distributed Labels,94,166,2,226423,2026-06-18,FALSE,72,Pop
95,spotify:track:0SmQ0UWeiHKQtxUej4Rem6,SOOBIN,Tháng Năm,Spacespeakers,6,97,187,226142,2026-06-18,FALSE,2,Pop
96,spotify:track:1izPmgSW7FV6XFdEOiTvOY,"Changg, Minh Huy",Em Không Hiểu,Universal Music Indochina Distributed Labels,27,137,245,223081,2026-06-18,FALSE,41,R&B/Soul
97,spotify:track:1r9gNSD1WUFscqTSA2Rcet,MAYDAYs,Hẹn Lần Sau,Universal Music Indochina Distributed Labels,13,77,26,221424,2026-06-18,FALSE,-20,Indie/Alternative
98,spotify:track:1J12HjUuXfJnaUdubTEzSR,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,35,114,248,220078,2026-06-18,FALSE,16,R&B/Soul
99,spotify:track:2ZBi1KpCR0grEWRNgySqwg,Hngle,Buông,Sony Music Entertainment,17,89,18,219208,2026-06-18,FALSE,-10,Ballad
100,spotify:track:102XJmW0OH1WATZMW9avu2,"Binz, Obito",Nếu (feat. Obito),SS LABEL,37,48,4,219137,2026-06-18,FALSE,-52,R&B/Soul
101,spotify:track:527UV7H9SbnmTVkxBVg56X,Sơn Tùng M-TP,Chắc Ai Đó Sẽ Về,Umusic Vietnam Co. Ltd. Distributed Labels,101,122,41,216612,2026-06-18,FALSE,21,Pop
102,spotify:track:2dPJtlvoa3GDowCh035M8P,Vũ.,Nếu Những Tiếc Nuối,WM Vietnam,33,115,61,215332,2026-06-18,FALSE,13,Indie/Alternative
103,spotify:track:7Ldcvhcl4Xj4eOTSWpZus5,CORTIS,ACAI,Republic Records – CORTIS,25,94,7,215190,2026-06-18,FALSE,-9,Pop
104,spotify:track:0Gi23nmOQ0eaPASq2VoMOW,RIO,vạn vật như muốn ta bên nhau,DAO Entertainment,6,91,62,215182,2026-06-18,FALSE,-13,Indie/Alternative
105,spotify:track:4TyQKEifYDWTfTSRwpxlYI,Quân A.P,Bông Hoa Đẹp Nhất,Great Entertainment,32,101,129,214556,2026-06-18,FALSE,-4,Ballad
106,spotify:track:0s7RyyUlQfd8mnnboHe18n,"MANBO, HIEUTHUHAI, HURRYKNG",Hẹn Gặp Em Dưới Ánh Trăng,Gerdnang,20,99,118,211104,2026-06-18,FALSE,-7,Rap/Hip-hop
107,spotify:track:1hPbWyZnUPaeAWbOSKwkXJ,Quang Đăng Trần,Anh Đã Không Biết Cách Yêu Em,338ENT,9,93,46,210972,2026-06-18,FALSE,-14,Ballad
108,spotify:track:2Pwou3Q2Cf59RxdX2V6MgV,Shiki,Có Đôi Điều,12 trái lê,10,96,77,210660,2026-06-18,FALSE,-12,Rap/Hip-hop
109,spotify:track:43zzuEWDotRcKlSFzrlJqs,Đạt G,Thêm Bao Nhiêu Lâu,12 trái lê,84,106,58,209525,2026-06-18,FALSE,-3,Ballad
110,spotify:track:0oL2jCTf9P9a7flY5mCpYu,"Wxrdie, JustaTee",Trở Về,Universal Music Indochina Distributed Labels,54,112,68,207860,2026-06-18,FALSE,2,Rap/Hip-hop
111,spotify:track:54UNNgtE3zzERwTuWSQLqd,"MONSTAR, GREY D, VƯƠNG BÌNH",có hẹn với thanh xuân,Yin Yang Media,5,87,179,207410,2026-06-18,FALSE,-24,R&B/Soul
112,spotify:track:7q1qYSyRkGT4ZaCc2ZQihP,"Hoàng Tôn, Koo",Em Còn Nhớ Anh Không - Remastered,Hoàng Tôn,69,105,62,205965,2026-06-18,FALSE,-7,Ballad
113,spotify:track:6E3P4uOfKHYXJLK6Q3s0Tj,"JustaTee, Binz",Cơn Mưa Cuối,NGUYEN THANH TUAN,86,100,33,205183,2026-06-18,FALSE,-13,Rap/Hip-hop
114,spotify:track:0JKEP4dB1riE6l7Kq5kJm1,Chillies,Em Đừng Khóc,WM Vietnam,3,98,71,204681,2026-06-18,FALSE,-16,Indie/Alternative
115,spotify:track:5BJqg07SKgmFnVLOBmLFvq,Bùi Anh Tuấn,"Hẹn Một Mai - From"" 4 Năm 2 Chàng 1 Tình Yêu""",1LABEL,109,146,61,204041,2026-06-18,FALSE,31,Ballad
116,spotify:track:7J9l9ebYB3IEs5ea5J1M7a,"Da LAB, Tóc Tiên",Nước Mắt Em Lau Bằng Tình Yêu Mới,MUNIZ MUSIC COMPANY LIMITED,107,111,121,203988,2026-06-18,FALSE,-5,Pop
117,spotify:track:5C3fx9rdM4Bxf1MSOQC4Ym,"Low G, Thắng",An Thần,M Music Records,2,110,243,203463,2026-06-18,FALSE,-7,Rap/Hip-hop
118,spotify:track:54PbBpquVfhfrwRwvjSXbI,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,71,124,290,202702,2026-06-18,FALSE,6,R&B/Soul
119,spotify:track:5tmA5oQDF0ULqRI12LKCDw,JayKii,Chiều Hôm Ấy,The First Management,95,117,34,202357,2026-06-18,FALSE,-2,Ballad
120,spotify:track:1UQNU5O9VttUgO16pxUnjw,"Obito, Shiki, RPT MCK",Đánh Đổi,12 trái lê,7,118,141,202310,2026-06-18,FALSE,-2,Rap/Hip-hop
121,spotify:track:6qgATU8r0ZPcPFPtZ5qA7B,Long Cao,Em Của Anh Đừng Của Ai!,Long Cao,107,129,7,201695,2026-06-18,FALSE,8,Pop
122,spotify:track:6TGwaBlfUGVoeZMBLzvXGP,"Dangrangto, DONAL",thế giới của anh,Higher Dimension,50,143,20,201495,2026-06-18,FALSE,21,Indie/Alternative
123,spotify:track:1i5SZL7Ngz0sYFaKmwieyw,"Quang Hùng MasterD, Low G, Hino",Chất Gây Hại,M Music Records,16,128,26,200833,2026-06-18,FALSE,5,Rap/Hip-hop
124,spotify:track:7fCeYpR02Q8JVuD88hJZVT,"Da LAB, Minh Tốc & Lam",Bầu Trời Mới,Universal Music Indochina Distributed Labels,8,140,89,200373,2026-06-18,FALSE,16,Indie/Alternative
125,spotify:track:51bYFYWODfYOZU0rwvjiCc,"Binz, Đen",Cho Mình Em,Spacespeakers,32,113,134,199959,2026-06-18,FALSE,-12,Rap/Hip-hop
126,spotify:track:2Wjghh0RpiBquLsJ932X6R,Ronboogz,nhắn nhủ,MaiDao Music,14,125,131,199552,2026-06-18,FALSE,-1,Indie/Alternative
127,spotify:track:27F22WcGDyl4Z2KylVJkXL,buitruonglinh,Đường Tôi Chở Em Về,Universal Music Indochina Distributed Labels,14,116,190,199550,2026-06-18,FALSE,-11,Indie/Alternative
128,spotify:track:6Q2oEdOhRjZ1DTv2a7j0lN,"PC, Dick, tofutns",Ghé Qua,12 trái lê,61,108,300,199343,2026-06-18,FALSE,-20,Rap/Hip-hop
129,spotify:track:2ppLwHSMgDGEQ5c8o6nAX2,Low G,Simp Gái 808,M Music Records,9,120,140,198326,2026-06-18,FALSE,-9,Rap/Hip-hop
130,spotify:track:0rR27Ayle8G7sKoCt8OWUr,Dương Domic,Mất Kết Nối,DAO Entertainment,2,134,82,198087,2026-06-18,FALSE,4,R&B/Soul
131,spotify:track:6D94p9ASguBcYlDC0o56vx,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,139,140,197930,2026-06-18,FALSE,8,Rap/Hip-hop
132,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,11,151,156,197027,2026-06-18,FALSE,19,R&B/Soul
133,spotify:track:5Bti0azlFhMattVY76qFr9,Vũ.,Lạ Lùng,WM Vietnam,17,142,428,194413,2026-06-18,FALSE,9,Indie/Alternative
134,spotify:track:1LJyhnPdYGRLerwJd8CmL1,"Vũ., Dear Jane",Những Lời Hứa Bỏ Quên,WM Vietnam,1,131,131,193906,2026-06-18,FALSE,-3,Indie/Alternative
135,spotify:track:55K3e7BGewGDUJ4ZQwkh7M,Only C,Người Đáng Thương Là Anh,OnlyC Production,131,145,22,191867,2026-06-18,FALSE,10,Ballad
136,spotify:track:317Lh6QCAz9JpWbV3oxrCf,"Phùng Khánh Linh, Thành Luke",EM ĐAU,BLACK SWAN LABEL LLC.,62,130,23,190178,2026-06-18,FALSE,-6,Ballad
137,spotify:track:6lRlM6bClcoOBLQi0zfA34,"HIEUTHUHAI, Hoàng Tôn",Chờ Tới Khi Anh Về,M Music Records,23,127,8,189862,2026-06-18,FALSE,-10,R&B/Soul
138,spotify:track:3COYA2vgfcUhDyRlVpZy5p,"tlinh, Low G",PHÓNG ZÌN ZÌN,M Music Records,4,162,91,188249,2026-06-18,FALSE,24,Rap/Hip-hop
139,spotify:track:6OWWZtNQORY1McaZmOrwhc,CORTIS,GO!,Republic Records – CORTIS,82,149,30,186687,2026-06-18,FALSE,10,Pop
140,spotify:track:33Omv0QYK1IvSHvpxoLzJz,Nguyễn Hùng,Ở Trong Khu Rừng - Cảm Ơn Người Đã Thức Cùng Tôi Original Soundtrack,Universal Music Indochina Distributed Labels,79,-1,3,186114,2026-06-18,TRUE,NaN,Khác
141,spotify:track:2G5ujw3rrWcAXQqT8PVnrz,"Obito, Shiki, Lăng LD",Đầu Đường Xó Chợ,12 trái lê,39,126,86,185156,2026-06-18,FALSE,-15,Rap/Hip-hop
142,spotify:track:5XfGQZA0ioQAWUjlyJRcHc,"Shiki, Obito",1000 Ánh Mắt,12 trái lê,8,119,103,184953,2026-06-18,FALSE,-23,Rap/Hip-hop
143,spotify:track:7diH1qnFziArYzynk3vkr6,CORTIS,TNT,Republic Records – CORTIS,27,144,7,182195,2026-06-18,FALSE,1,Pop
144,spotify:track:7HoAJ6Hc1P91eoOrn1WY5d,"Đức Trường, BMZ, Kun",Đáng Lý Ra Phải Là Anh,BMZ,90,171,27,182097,2026-06-18,FALSE,27,Ballad
145,spotify:track:1zvL2X6HPrLfvtSY4DpopE,MIN,Em Mới Là Người Yêu Anh,MIN,1,135,161,181227,2026-06-18,FALSE,-10,Pop
146,spotify:track:6uxuJ8Fr1AAfSPJUF9N1yr,Vũ.,Bước Qua Mùa Cô Đơn,WM Vietnam,1,193,276,181154,2026-06-18,FALSE,47,Indie/Alternative
147,spotify:track:498g7npirihKT5MPdVSfb0,Hoàng Dũng,Phonecert,"CAM, LIRICO",137,195,25,179792,2026-06-18,FALSE,48,R&B/Soul
148,spotify:track:7bn8ckDTI4EQIKZ6jRL4K0,Sơn Tùng M-TP,Chúng Ta Không Thuộc Về Nhau,Umusic Vietnam Co. Ltd. Distributed Labels,60,102,63,179631,2026-06-18,FALSE,-46,Pop
149,spotify:track:5prZw3OHd2UhAq0VBKpqUM,GREY D,mới hôm qua,Umusic Vietnam Co. Ltd. Distributed Labels,34,141,12,179135,2026-06-18,FALSE,-8,R&B/Soul
150,spotify:track:3b34161QoxLwsqhWSPy9i5,Da LAB,Thanh Xuân,Sony Music Entertainment,1,153,405,178267,2026-06-18,FALSE,3,Indie/Alternative
151,spotify:track:2pBZoglJzsRk4UeVey8n0k,Việt Anh,Ngày Này Năm Ấy,338ENT,17,104,45,178246,2026-06-18,FALSE,-47,Ballad
152,spotify:track:5PGh9MyKry8slG5AfvD1eD,"Obito, Shiki, VSTRA",Hà Nội,12 trái lê,10,132,141,175130,2026-06-18,FALSE,-20,Rap/Hip-hop
153,spotify:track:48MtqfQw716EZaNzOKNnuR,"CoolKid, RHYDER",Sau Cơn Mưa,MaiDao Music,8,158,145,174195,2026-06-18,FALSE,5,Rap/Hip-hop
154,spotify:track:3UJ2gSPFPSkPKZghRI8y1e,Dangrangto,Love is,MaiDao Music,10,156,86,173551,2026-06-18,FALSE,2,Indie/Alternative
155,spotify:track:2uxjHthUJd2A8PmWaUGGsI,"Hoàng Dũng, Hoàng Rob",Chờ Anh Nhé,Lirico Entertainment,99,178,53,173047,2026-06-18,FALSE,23,Indie/Alternative
156,spotify:track:3ZbZtdEw9U0uZW4tZItIwq,"RHYDER, CoolKid, BAN",Chịu Cách Mình Nói Thua,RHYDER,6,147,125,172823,2026-06-18,FALSE,-9,Rap/Hip-hop
157,spotify:track:5dg4e5942EFejbNzdWEnmN,"VƯƠNG BÌNH, Thùy Chi",Thanh Tân - song ca Thùy Chi,Umusic Vietnam Co. Ltd. Distributed Labels,157,183,2,172545,2026-06-18,FALSE,26,R&B/Soul
158,spotify:track:49j6SvuvWfbEKZKzsHCdLJ,Olivia Rodrigo,stupid song,Olivia Rodrigo PS,158,-1,1,172474,2026-06-18,TRUE,NaN,Pop
159,spotify:track:5wYQC7AuxV8ROALWcbVNxc,"Hoàng Dũng, Rhymastic, Lelarec",Giữ Anh Cho Ngày Hôm Qua,Lirico Entertainment,40,133,36,172307,2026-06-18,FALSE,-26,Ballad
160,spotify:track:5U30iZBlmxkpHqzb1OSnBS,Rhymastic,Yêu 5,WM Vietnam,77,148,228,171864,2026-06-18,FALSE,-12,R&B/Soul
161,spotify:track:55Eo6NDkVhSRBonrT16kXM,"Cloud 5, Dangrangto",Đến Đây Bên Anh,Yin Yang Media,66,174,61,171733,2026-06-18,FALSE,13,Indie/Alternative
162,spotify:track:5kJMW3pK49PvQDtpVryHf5,JustaTee,Forget About Her,Spacespeakers,31,107,43,171450,2026-06-18,FALSE,-55,R&B/Soul
163,spotify:track:6su7ekPw5AAIU2OUCvos6S,"B Ray, AMEE",Ex's Hate Me,B Ray,129,159,33,171025,2026-06-18,FALSE,-4,Rap/Hip-hop
164,spotify:track:2GE2p2dFpxp7OIz2QOFBzW,"ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",Anh Trai Say Hi,5,170,86,170617,2026-06-18,FALSE,6,Rap/Hip-hop
165,spotify:track:50cmxP6KlnQA9IG3q5ckKD,Chillies,Mascara,WM Vietnam,3,175,230,170316,2026-06-18,FALSE,10,Indie/Alternative
166,spotify:track:0jHpGB1Xt2kIX0VaPFvStp,"Tùng TeA, PC, TaynguyenSound",Già Cùng Nhau Là Được,12 trái lê,70,165,150,169328,2026-06-18,FALSE,-1,Rap/Hip-hop
167,spotify:track:1fFvYVg1v3rpUSqKNCUh7b,VCT,Người Bình Thường,Universal Music Indochina Distributed Labels,49,-1,60,168487,2026-06-18,TRUE,NaN,Ballad
168,spotify:track:5oFEvbM7lGnx8jfAkuhVyo,"AMEE, RPT MCK",MỘNG YU,Yin Yang Media,3,185,80,168029,2026-06-18,FALSE,17,R&B/Soul
169,spotify:track:6KIhgRkprgyJNERRMu7Quh,MIN,Có Em Chờ,MIN,117,155,58,167752,2026-06-18,FALSE,-14,Pop
170,spotify:track:6vjt2smGK75oc9r2OGFfgp,aespa,LEMONADE,SM Entertainment,69,90,3,166985,2026-06-18,FALSE,-80,Pop
171,spotify:track:3gLRyMbg5nWLcuKD46Uz72,Phương Ly,Anh Là Ai,PHUONG LY,109,160,38,166869,2026-06-18,FALSE,-11,Pop
172,spotify:track:1FUdEz4fX1DxPcVAARlu6A,GREY D,yêu em như…,Umusic Vietnam Co. Ltd. Distributed Labels,13,169,12,166596,2026-06-18,FALSE,-3,R&B/Soul
173,spotify:track:0hB27T4dy9qBUcZabsrLOj,HIEUTHUHAI,Dạo Gần Đây Anh Thấy Anh Không Bằng Ai Hết,M Music Records,16,157,8,166556,2026-06-18,FALSE,-16,Rap/Hip-hop
174,spotify:track:0sR5ThoE0uoskXWrm6KDxP,Kha,Hư không,MaiDao Music,22,196,127,166021,2026-06-18,FALSE,22,Ballad
175,spotify:track:3y66li7DIrH7HLKIZzxR5H,Kai Đinh,Lễ Đường,Yin Yang Media,3,168,66,165782,2026-06-18,FALSE,-7,Ballad
176,spotify:track:6fl4Gu0lJm5hc8FM5JzCZD,"LE SSERAFIM, ILLIT, KATSEYE",ICONIC BY MISTAKE,BELIFT LAB,176,-1,1,165429,2026-06-18,TRUE,NaN,Pop
177,spotify:track:6CygbhaDoDGTlRq8LiEwpt,Binz,Hững Hờ,SS LABEL,56,88,4,165263,2026-06-18,FALSE,-89,R&B/Soul
178,spotify:track:2kt7udEZmN2kj1Jsl118zY,Wxrdie,0 AI NGHĨ,M Music Records,92,-1,34,165126,2026-06-18,TRUE,NaN,Rap/Hip-hop
179,spotify:track:1wbBii1kJbBnMr35bOo5gv,"Kiều Chi, Zeko Remix",Sau Này Em Cưới Ai Rồi - Zeko Remix,H2O Music,179,182,2,164836,2026-06-18,FALSE,3,EDM/Dance
180,spotify:track:4ecdsGz3Hg6TKPwQ0ZOdJz,CORTIS,FaSHioN,Republic Records – CORTIS,90,177,28,164819,2026-06-18,FALSE,-3,Pop
181,spotify:track:7AD5F85waSb3yZxZxEXhJM,"Tóc Tiên, Touliver",Có Ai Thương Em Như Anh,Yin Yang Media,20,138,150,164394,2026-06-18,FALSE,-43,EDM/Dance
182,spotify:track:0KA8tBqZ81mBe2po59GK5j,Đỗ Hoàng Long,Trạng Thái Mộng Mơ,Umusic Vietnam Co. Ltd. Distributed Labels,92,167,17,162607,2026-06-18,FALSE,-15,Indie/Alternative
183,spotify:track:59c2xv2kMzYM6HR9oY6BIa,Malcolm Todd,Sweet Boy,Columbia,183,-1,1,162457,2026-06-18,TRUE,NaN,R&B/Soul
184,spotify:track:5cF0dROlMOK5uNZtivgu50,Charlie Puth,Attention,Artist Partner,21,173,206,160535,2026-06-18,FALSE,-11,R&B/Soul
185,spotify:track:3OVMe3H6iAxbLF8iD2UYrw,Sơn Tùng M-TP,Chúng Ta Của Tương Lai,Umusic Vietnam Co. Ltd. Distributed Labels,1,152,84,159896,2026-06-18,FALSE,-33,Pop
186,spotify:track:4N99EuIjwSSFFFMDfTeOLU,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,62,176,189,158986,2026-06-18,FALSE,-10,Indie/Alternative
187,spotify:track:7so0lgd0zP2Sbgs2d7a1SZ,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope Records,4,192,91,158569,2026-06-18,FALSE,5,Ballad
188,spotify:track:56LSZ1PFm7nOo734RfbEDo,RHYDER,TIẾC CHO EM,RHYDER ENTERTAINMENT,27,179,21,156597,2026-06-18,FALSE,-9,Pop
189,spotify:track:3H6nzsPNMttEvUl3ai3xN8,Chillies,Vùng Ký Ức,WM Vietnam,1,154,133,156577,2026-06-18,FALSE,-35,Indie/Alternative
190,spotify:track:40pWxpbXoBYGPCiofujjZ6,MONO,Chăm Hoa,M Music Records,9,-1,71,156054,2026-06-18,TRUE,NaN,Pop
191,spotify:track:6epn3r7S14KUqlReYr77hA,"Justin Bieber, Ludacris",Baby,RBMG/Def Jam,27,184,10,155409,2026-06-18,FALSE,-7,Pop
192,spotify:track:4SqE2XLtd1AfppGm2xlkf4,Sơn Tùng M-TP,Nắng Ấm Xa Dần,Umusic Vietnam Co. Ltd. Distributed Labels,120,189,13,155405,2026-06-18,FALSE,-3,Pop
193,spotify:track:7kgzRBNkBRArtTPkYjWLYT,"14 Casper, Bon Nghiêm",bao tiền một mớ bình yên?,DANDERLÉON,9,187,265,154165,2026-06-18,FALSE,-6,Ballad
194,spotify:track:4Iz5EWPCAT8jYNk4IpLoll,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,180,273,153132,2026-06-18,FALSE,-14,Indie/Alternative
195,spotify:track:6UFvSmKzCZ16fxsybf4PhE,"Nguyễn Trọng Tài, Don Raemo, Double X",HONGKONG1,T2B Media,150,181,15,152421,2026-06-18,FALSE,-14,Indie/Alternative
196,spotify:track:6sUXtdG33WW3qANi8phOON,"Fishy, Trí Dũng",Forget Me Now,LOOPS Music,126,-1,42,152030,2026-06-18,TRUE,NaN,R&B/Soul
197,spotify:track:7dlgEjrK3lHbP786dshKDV,"ANH TRAI ""SAY HI"", B Ray, AMEE",CHỜ ANH VỀ,Universal Music Indochina Distributed Labels,2,194,28,151145,2026-06-18,FALSE,-3,Rap/Hip-hop
198,spotify:track:65st6HfPZyxq1RNTvqSIos,"Wren Evans, itsnk",Thu Đợi,Universal Music Indochina Distributed Labels,6,190,24,150350,2026-06-18,FALSE,-8,R&B/Soul
199,spotify:track:1uiqiUzPn2EJpvHDy84PEZ,"EM XINH ""SAY HI"", Orange, Mỹ Mỹ, 52Hz, Châu Bùi, Pháp Kiều",KHÔNG ĐAU NỮA RỒI,Em Xinh Say Hi,2,-1,48,149344,2026-06-18,TRUE,NaN,Rap/Hip-hop
200,spotify:track:0OB5hTu7ELKeVoD6JVRo6m,"Quân A.P, Hải Đăng Doo",Thiên Mệnh,Umusic Vietnam Co. Ltd. Distributed Labels,96,-1,8,148972,2026-06-18,TRUE,NaN,Pop
1,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,1,154,1891737,2026-06-25,FALSE,0,Pop
2,spotify:track:68lbSrXDORS51pmyjZv712,BTS,SWIM,BIGHIT MUSIC,1,2,14,1314752,2026-06-25,FALSE,0,Pop
3,spotify:track:6ELX356o21U28T73ZxruUj,"Hngle, Bảo Anh",Tìm Em (feat. Bảo Anh),Sony Music Entertainment,3,-1,1,983192,2026-06-25,TRUE,NaN,Ballad
4,spotify:track:0a32EBPjqAe47cYDPE5Ia5,"Binz, SOOBIN",Em (feat. SOOBIN),SS LABEL,3,3,5,894772,2026-06-25,FALSE,-1,R&B/Soul
5,spotify:track:1ApIGNgp1azc0qB61x4GzG,"Hngle, Ari",Không Buông,Umusic Vietnam Co. Ltd. Distributed Labels,2,4,42,845978,2026-06-25,FALSE,-1,Pop
6,spotify:track:6BnPsHZv1jPbPAsQsm0s5b,"RPT MCK, A$AP Ướt Mi",Nếu Như Ta Chẳng Còn (feat. A$AP Ướt Mi),311synd.,6,-1,1,764524,2026-06-25,TRUE,NaN,Ballad
7,spotify:track:7bFFUPBiF15n8m8RziqS4o,GREY D,dự báo thời tiết hôm nay mưa,Umusic Vietnam Co. Ltd. Distributed Labels,5,5,188,665127,2026-06-25,FALSE,-2,R&B/Soul
8,spotify:track:4nXrVH5xwN1w6TpmP7uu8n,"HIEUTHUHAI, marzuz",Exit Sign,M Music Records,4,9,141,640784,2026-06-25,FALSE,1,Rap/Hip-hop
9,spotify:track:5xVCfx47vCXuLdpfbepqEo,HIEUTHUHAI,Người Im Lặng Gặp Người Hay Nói,M Music Records,2,11,16,640492,2026-06-25,FALSE,2,Rap/Hip-hop
10,spotify:track:5ze1OgIdC5fJLJfpvT9Jog,"RPT MCK, Tage",Mắt Môi Tay Chân (feat. Tage),311synd.,10,-1,1,632121,2026-06-25,TRUE,NaN,Rap/Hip-hop
11,spotify:track:73RcFjiDtStfP3GCW44vJu,"Minh Huy, Pinny",Ngày Rời Chuyến Bay,12 trái lê,6,6,12,623688,2026-06-25,FALSE,-5,Ballad
12,spotify:track:1ap1uhhvWmyZDJZ0HBWpvo,RPT MCK,Nguyễn Văn Mười,311synd.,12,-1,1,614944,2026-06-25,TRUE,NaN,Rap/Hip-hop
13,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,8,137,604951,2026-06-25,FALSE,-5,Pop
14,spotify:track:6uA9tUGo5WUhFPUR93F4jO,GREY D,toidaidot,Umusic Vietnam Co. Ltd. Distributed Labels,14,15,3,595561,2026-06-25,FALSE,1,R&B/Soul
15,spotify:track:6Qwl74olNi1rl65FNxG5We,"marzuz, Changg",Và Thế Giới Đã Mất Đi Một Người Cô Đơn,Universal Music Indochina,7,12,31,594839,2026-06-25,FALSE,-3,Ballad
16,spotify:track:6mKMGpkgP2cH5gmqILWe7b,Fishy,vết thương,LOOPS Music,15,17,58,590946,2026-06-25,FALSE,1,Ballad
17,spotify:track:7uUuftbcr94tzGOCJSM25u,"Low G, JustaTee",In Love,M Music Records,2,13,35,558732,2026-06-25,FALSE,-4,Rap/Hip-hop
18,spotify:track:6CTdPSNvUYw7UjerVIkUia,"Dangrangto, DONAL",xương rồng (intro),Higher Dimension,18,-1,1,551367,2026-06-25,TRUE,NaN,Indie/Alternative
19,spotify:track:2wZAvkgiOE5tyrnqhB69KA,Sơn Tùng M-TP,Âm Thầm Bên Em,Umusic Vietnam Co. Ltd. Distributed Labels,9,14,296,494186,2026-06-25,FALSE,-5,Ballad
20,spotify:track:0NyrI1tMvqcK3vU5z9DMdI,JustaTee,She Neva Knows,NGUYEN THANH TUAN,10,20,21,487217,2026-06-25,FALSE,0,R&B/Soul
21,spotify:track:6gmXMeStkiDoAbNaUeHbqU,RPT MCK,Liệm,311synd.,21,-1,1,475941,2026-06-25,TRUE,NaN,Rap/Hip-hop
22,spotify:track:2a5hng9yXtbjtTVVm9UviC,VCT,Mơ,Universal Music Indochina Distributed Labels,6,18,200,470547,2026-06-25,FALSE,-4,Pop
